statistic_yyy,according,site_id,death_total,death_m,death_f,death_age_000_m,death_age_000_f,death_age_000_thisyear_m,death_age_000_thisyear_f,death_age_000_lastyear_m,death_age_000_lastyear_f,death_age_001_m,death_age_001_f,death_age_002_m,death_age_002_f,death_age_003_m,death_age_003_f,death_age_004_m,death_age_004_f,death_age_005_m,death_age_005_f,death_age_006_m,death_age_006_f,death_age_007_m,death_age_007_f,death_age_008_m,death_age_008_f,death_age_009_m,death_age_009_f,death_age_010_m,death_age_010_f,death_age_011_m,death_age_011_f,death_age_012_m,death_age_012_f,death_age_013_m,death_age_013_f,death_age_014_m,death_age_014_f,death_age_015_m,death_age_015_f,death_age_016_m,death_age_016_f,death_age_017_m,death_age_017_f,death_age_018_m,death_age_018_f,death_age_019_m,death_age_019_f,death_age_020_m,death_age_020_f,death_age_021_m,death_age_021_f,death_age_022_m,death_age_022_f,death_age_023_m,death_age_023_f,death_age_024_m,death_age_024_f,death_age_025_m,death_age_025_f,death_age_026_m,death_age_026_f,death_age_027_m,death_age_027_f,death_age_028_m,death_age_028_f,death_age_029_m,death_age_029_f,death_age_030_m,death_age_030_f,death_age_031_m,death_age_031_f,death_age_032_m,death_age_032_f,death_age_033_m,death_age_033_f,death_age_034_m,death_age_034_f,death_age_035_m,death_age_035_f,death_age_036_m,death_age_036_f,death_age_037_m,death_age_037_f,death_age_038_m,death_age_038_f,death_age_039_m,death_age_039_f,death_age_040_m,death_age_040_f,death_age_041_m,death_age_041_f,death_age_042_m,death_age_042_f,death_age_043_m,death_age_043_f,death_age_044_m,death_age_044_f,death_age_045_m,death_age_045_f,death_age_046_m,death_age_046_f,death_age_047_m,death_age_047_f,death_age_048_m,death_age_048_f,death_age_049_m,death_age_049_f,death_age_050_m,death_age_050_f,death_age_051_m,death_age_051_f,death_age_052_m,death_age_052_f,death_age_053_m,death_age_053_f,death_age_054_m,death_age_054_f,death_age_055_m,death_age_055_f,death_age_056_m,death_age_056_f,death_age_057_m,death_age_057_f,death_age_058_m,death_age_058_f,death_age_059_m,death_age_059_f,death_age_060_m,death_age_060_f,death_age_061_m,death_age_061_f,death_age_062_m,death_age_062_f,death_age_063_m,death_age_063_f,death_age_064_m,death_age_064_f,death_age_065_m,death_age_065_f,death_age_066_m,death_age_066_f,death_age_067_m,death_age_067_f,death_age_068_m,death_age_068_f,death_age_069_m,death_age_069_f,death_age_070_m,death_age_070_f,death_age_071_m,death_age_071_f,death_age_072_m,death_age_072_f,death_age_073_m,death_age_073_f,death_age_074_m,death_age_074_f,death_age_075_m,death_age_075_f,death_age_076_m,death_age_076_f,death_age_077_m,death_age_077_f,death_age_078_m,death_age_078_f,death_age_079_m,death_age_079_f,death_age_080_m,death_age_080_f,death_age_081_m,death_age_081_f,death_age_082_m,death_age_082_f,death_age_083_m,death_age_083_f,death_age_084_m,death_age_084_f,death_age_085_m,death_age_085_f,death_age_086_m,death_age_086_f,death_age_087_m,death_age_087_f,death_age_088_m,death_age_088_f,death_age_089_m,death_age_089_f,death_age_090_m,death_age_090_f,death_age_091_m,death_age_091_f,death_age_092_m,death_age_092_f,death_age_093_m,death_age_093_f,death_age_094_m,death_age_094_f,death_age_095_m,death_age_095_f,death_age_096_m,death_age_096_f,death_age_097_m,death_age_097_f,death_age_098_m,death_age_098_f,death_age_099_m,death_age_099_f,death_age_100up_m,death_age_100up_f
107,按登記日期分,臺南市仁德區,514,321,193,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,3,0,1,0,0,0,1,1,1,0,2,0,0,2,3,1,4,0,1,0,5,2,4,0,1,1,1,1,3,2,2,0,2,1,2,1,3,2,4,1,4,1,5,2,9,2,9,0,4,3,8,1,5,3,5,4,10,1,2,3,6,2,2,5,13,3,11,5,8,5,3,4,11,6,3,5,2,2,10,2,4,3,6,2,7,7,10,5,6,8,4,7,12,5,6,4,9,6,6,5,9,6,1,7,6,8,8,5,7,6,6,4,9,5,9,3,7,6,1,3,2,1,0,4,1,3,1,0,1,1,1,1
107,按登記日期分,臺南市歸仁區,473,273,200,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,1,0,1,0,0,2,2,0,1,0,2,0,1,0,1,1,1,1,1,0,1,1,1,1,3,0,4,5,3,0,3,2,7,1,7,0,1,5,6,1,5,3,3,2,5,5,6,4,2,2,4,3,6,4,6,2,7,3,6,6,8,5,10,6,6,4,7,2,6,7,4,1,6,6,2,3,9,2,4,9,9,1,4,3,6,5,7,7,3,4,8,5,10,6,10,8,4,11,15,10,7,9,7,7,5,5,5,5,1,3,1,3,1,0,0,0,1,2,0,2,1,0,0,1,2,1
107,按登記日期分,臺南市關廟區,307,179,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3,0,1,0,1,0,3,0,0,0,2,1,3,0,0,0,0,0,3,1,1,0,1,0,2,0,2,0,2,0,3,1,3,1,1,2,0,1,2,0,4,1,4,2,2,0,2,0,1,0,4,3,4,0,0,0,6,0,1,2,7,2,3,2,4,3,2,4,1,3,3,4,6,1,5,3,4,5,2,3,6,6,7,2,5,5,7,5,4,6,3,4,4,4,9,6,2,4,1,4,7,3,6,5,4,2,2,5,1,5,2,2,2,4,1,7,0,0,0,0,1,0,0,2
107,按登記日期分,臺南市龍崎區,66,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,3,2,1,1,1,0,2,0,1,1,1,4,2,4,2,2,3,2,0,3,1,1,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,按登記日期分,臺南市永康區,1373,822,551,3,3,3,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2,1,1,0,0,2,0,0,2,1,1,0,2,0,2,1,1,0,0,2,0,1,1,0,1,2,5,1,4,2,3,1,3,1,3,1,5,2,3,1,3,0,5,2,3,2,11,0,6,2,12,2,3,4,5,7,8,3,8,4,8,6,14,9,12,5,11,4,14,8,13,3,13,7,11,7,15,8,20,9,16,10,11,11,17,5,22,9,15,10,18,17,22,12,17,13,14,3,11,10,13,9,14,11,17,15,19,12,21,12,19,15,13,16,12,18,12,10,19,11,14,18,8,21,13,18,11,10,19,16,17,22,30,18,33,11,25,16,27,16,15,8,13,9,9,2,6,4,3,3,5,3,3,4,3,2,0,2,3,1
107,按登記日期分,臺南市東　區,1103,612,491,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,1,0,0,1,4,0,2,2,1,2,0,1,1,3,6,5,3,2,2,3,5,1,3,2,2,5,4,3,6,4,4,7,4,3,2,2,6,4,8,5,8,2,8,3,8,8,6,5,14,5,11,5,11,6,15,5,10,8,11,9,14,7,16,10,10,6,13,4,4,4,7,9,12,5,13,19,18,14,15,11,16,12,12,15,12,11,15,15,19,14,17,23,14,16,13,14,23,11,12,19,17,26,19,9,19,13,12,15,27,16,15,14,14,5,9,10,5,4,6,4,2,5,2,5,2,2,4,4
107,按登記日期分,臺南市南　區,999,567,432,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,2,1,4,1,3,3,3,1,5,2,1,1,2,0,1,0,4,2,4,3,6,4,4,1,6,3,1,3,2,2,6,0,12,2,5,2,5,3,3,9,12,7,12,9,9,4,9,4,14,5,13,7,15,7,13,4,7,4,13,7,15,10,16,8,17,6,9,7,11,5,9,10,14,5,11,4,9,9,11,10,13,17,11,14,20,15,21,11,12,21,20,10,9,20,12,13,19,18,8,18,4,15,11,12,16,9,14,12,8,7,10,7,8,5,9,9,4,1,3,5,3,3,1,1,0,5,2,5
107,按登記日期分,臺南市北　區,919,532,387,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,2,3,0,3,1,2,1,3,0,0,0,4,1,3,5,4,1,4,1,1,0,6,5,6,2,2,0,6,1,3,2,5,3,4,2,6,1,9,6,9,3,10,6,8,4,15,4,10,4,13,7,8,1,9,3,7,5,12,10,17,6,9,4,8,8,12,8,5,5,5,5,12,7,9,15,13,7,11,15,14,6,16,9,9,13,8,21,11,10,10,6,10,14,16,14,12,7,16,13,20,20,15,12,21,14,11,9,12,7,13,7,8,10,4,4,3,3,4,9,2,5,2,2,2,2,6,3
107,按登記日期分,臺南市安南區,1099,647,452,4,3,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,5,1,1,0,0,0,1,0,2,2,1,1,2,0,2,1,3,0,4,0,3,2,4,1,3,2,2,0,2,3,1,3,4,0,4,0,0,1,6,1,5,3,4,2,8,3,6,2,13,4,6,2,12,5,13,3,10,3,5,5,14,6,10,9,16,15,16,13,21,8,17,8,16,4,23,8,23,10,20,4,16,10,11,8,9,6,22,9,12,5,10,8,14,2,14,3,13,4,14,17,8,8,11,8,14,7,13,16,17,18,12,8,16,16,9,20,9,11,12,10,12,15,14,14,8,11,10,11,3,8,6,8,3,12,4,7,3,7,5,3,3,6,1,5,0,3,0,2,1,3
107,按登記日期分,臺南市安平區,377,221,156,2,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,0,0,1,0,0,2,2,1,1,1,1,0,2,0,3,2,0,0,2,1,2,2,3,2,5,1,1,2,3,1,8,2,5,5,7,1,6,0,2,2,2,2,8,1,5,2,6,0,1,3,6,4,4,0,5,1,5,3,4,1,6,5,5,1,6,6,1,2,5,0,4,1,6,2,8,1,2,5,8,4,6,4,3,3,5,3,2,5,2,6,3,6,3,4,3,4,5,6,6,10,6,4,4,4,3,3,3,1,1,6,0,3,1,0,2,4,0,1,0,0,0,1,0,0,0,2
107,按登記日期分,臺南市中西區,616,364,252,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,0,0,0,0,0,1,0,3,1,1,0,1,0,1,3,1,1,1,0,2,0,3,1,3,0,2,4,3,0,1,3,4,0,1,3,1,2,5,0,6,2,6,2,1,5,5,4,4,5,9,9,8,1,9,3,8,2,8,1,8,2,8,4,2,2,3,5,10,3,6,3,6,4,4,7,9,6,16,3,10,5,10,6,8,12,6,10,16,8,11,7,24,3,10,13,13,8,13,13,12,17,17,5,7,9,7,7,5,5,3,7,4,3,6,1,1,3,2,7,0,2,0,1,1,2,2,3
107,按登記日期分,高雄市鹽埕區,235,125,110,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,3,1,0,1,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,1,1,0,2,0,2,3,1,0,0,1,2,2,1,1,4,0,3,0,6,0,1,4,3,3,5,0,0,1,4,1,3,0,2,1,2,2,1,3,1,2,5,2,4,5,4,3,0,5,3,5,4,3,2,6,5,6,5,3,4,5,4,2,0,2,7,1,5,1,2,4,3,3,4,4,4,4,1,3,1,3,1,2,1,1,0,1,0,0,0,0
107,按登記日期分,高雄市鼓山區,948,548,400,2,2,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,2,1,0,1,0,2,3,0,1,3,1,0,1,0,0,2,3,2,1,1,0,0,2,3,3,1,3,3,3,2,4,0,3,2,4,4,5,5,10,3,10,2,9,3,6,1,15,2,7,1,9,1,6,3,14,1,11,5,7,3,12,11,20,5,9,5,16,14,11,9,11,8,14,1,11,11,8,6,7,6,13,4,18,10,9,12,9,7,12,16,14,9,12,15,10,15,12,16,12,6,14,17,14,16,15,7,10,16,15,14,9,12,17,12,11,10,10,9,11,8,9,7,7,5,6,2,3,3,2,3,0,3,1,1,1,5
107,按登記日期分,高雄市左營區,1316,779,537,4,5,4,2,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,3,0,0,0,2,0,0,0,2,0,2,1,0,0,1,1,0,1,2,0,3,2,4,0,3,3,2,0,4,0,3,4,6,4,3,5,7,1,6,7,9,2,10,4,11,4,11,4,9,7,3,5,10,10,5,3,13,5,5,4,8,8,9,4,12,10,11,4,13,8,11,9,11,11,23,2,18,5,19,12,16,7,19,13,16,12,9,9,10,14,7,9,14,9,16,10,13,20,16,11,7,16,12,12,11,11,19,23,19,12,13,14,29,24,22,18,35,16,35,11,26,17,24,13,20,14,31,11,14,12,10,9,10,9,5,8,5,2,3,5,3,0,6,4
107,按登記日期分,高雄市楠梓區,1229,752,477,7,3,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,2,0,1,1,0,0,2,1,0,1,0,1,1,0,1,0,0,1,0,0,2,3,1,1,2,0,3,0,1,0,1,0,1,1,1,0,2,0,4,1,2,1,3,2,2,2,7,1,7,2,4,4,5,1,5,3,10,3,8,5,7,1,5,4,6,4,2,7,13,5,13,4,5,5,12,11,15,10,16,3,16,8,15,12,13,9,17,9,18,7,19,7,17,5,20,7,21,10,16,13,19,16,8,7,16,4,8,5,8,10,11,10,9,8,18,9,13,11,9,16,10,16,14,16,14,17,10,13,14,8,13,13,12,13,16,10,19,17,22,9,20,11,29,6,20,6,18,7,10,9,11,9,7,7,7,2,2,2,4,1,1,4,4,2
107,按登記日期分,高雄市三民一,713,404,309,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,1,0,1,0,1,0,1,0,0,2,5,0,4,1,4,1,2,2,1,2,4,0,3,1,3,1,3,0,4,2,2,2,6,4,5,3,2,3,1,4,6,1,6,1,4,7,10,3,10,5,11,3,8,2,12,4,12,3,7,3,14,5,10,3,12,4,10,4,11,7,9,7,6,7,4,5,9,6,5,4,12,5,15,4,10,13,6,15,10,9,9,13,10,13,5,12,10,10,11,8,12,16,11,12,11,13,7,7,8,6,6,7,6,5,0,4,4,7,1,3,1,5,1,4,0,0,0,1
107,按登記日期分,高雄市三民二,1596,932,664,3,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,2,0,1,1,1,0,0,2,1,0,3,0,1,2,3,0,6,3,3,2,7,0,6,3,5,4,5,5,5,5,10,5,5,6,9,0,7,6,8,4,11,4,6,6,14,6,12,7,10,8,15,3,13,7,19,7,19,7,16,10,24,10,31,8,18,4,22,14,23,9,24,16,23,14,28,9,21,12,26,13,15,15,12,16,17,7,16,8,29,13,24,14,22,20,30,28,19,16,28,20,15,22,26,13,26,23,18,29,20,18,17,18,14,23,21,27,13,16,11,13,13,17,18,4,6,8,5,12,7,11,4,9,3,5,0,2,1,2,0,1
107,按登記日期分,高雄市新興區,460,250,210,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,2,1,3,0,3,2,1,1,1,3,4,0,4,3,6,1,3,2,5,1,4,0,5,3,2,2,1,4,6,4,4,0,3,3,7,2,3,4,10,5,6,3,6,3,4,1,3,6,3,1,5,2,3,7,7,6,2,7,6,5,9,9,14,9,7,3,6,6,6,4,6,10,5,13,6,11,5,6,8,7,7,4,3,8,3,11,9,5,9,3,4,2,3,6,2,1,1,1,1,0,1,0,2,1
107,按登記日期分,高雄市前金區,263,156,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,1,0,1,1,0,0,1,0,3,0,1,1,4,0,1,0,2,1,2,1,0,2,1,1,5,0,4,1,3,2,3,0,5,2,5,1,1,0,2,2,2,1,6,3,2,1,3,1,3,2,2,3,0,2,3,1,2,0,5,3,2,1,4,1,2,5,4,5,3,3,3,5,7,3,3,9,8,5,4,3,8,6,3,3,4,3,6,3,4,1,1,3,3,3,1,4,0,2,3,1,0,0,3,0,2,1,1,1
107,按登記日期分,高雄市苓雅區,1400,794,606,3,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,2,0,2,0,0,0,1,0,2,2,0,0,1,0,2,0,1,3,1,0,0,0,1,1,1,2,1,0,3,2,5,0,11,2,3,2,3,1,7,2,3,5,6,2,10,0,6,6,3,2,5,0,4,3,7,3,8,7,7,3,10,3,4,4,7,5,11,4,16,4,12,9,7,6,17,12,15,8,14,5,21,12,15,14,14,13,17,5,33,12,13,13,14,6,14,4,23,12,15,14,19,12,18,17,17,22,23,14,21,18,15,13,24,21,19,15,17,21,21,16,24,31,20,14,27,19,15,22,22,18,15,18,12,16,12,22,14,21,6,8,4,6,5,8,5,6,4,3,5,2,3,7
107,按登記日期分,高雄市前鎮區,1487,874,613,5,4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,0,1,0,1,0,2,2,1,3,2,0,2,1,2,0,4,1,5,0,5,2,6,1,4,1,6,0,8,3,6,2,5,5,9,2,10,3,6,4,11,5,11,3,2,3,17,4,12,6,12,0,7,5,9,4,16,8,14,6,16,6,15,6,25,11,15,8,15,10,24,13,15,12,30,15,20,13,23,15,20,13,15,12,13,12,18,8,37,13,19,10,21,24,23,20,16,24,19,23,21,15,20,17,26,20,13,21,19,25,15,23,18,14,20,20,15,12,15,15,14,15,18,12,5,9,10,12,10,10,1,3,6,9,5,1,2,2,5,3,2,4
107,按登記日期分,高雄市旗津區,277,185,92,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,2,1,2,0,0,0,1,0,1,1,3,0,3,0,1,1,0,1,1,1,4,0,1,0,3,2,6,0,5,3,3,0,4,0,5,1,5,0,2,1,3,1,3,0,6,1,4,3,3,0,6,1,3,2,3,0,1,2,1,1,3,0,4,1,3,0,3,3,3,3,6,2,6,3,2,0,5,1,5,1,5,3,1,8,7,3,3,4,3,5,4,4,4,1,5,2,1,3,6,2,3,3,2,4,2,2,2,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1
107,按登記日期分,高雄市小港區,991,581,410,5,3,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,2,2,0,6,1,1,2,3,3,3,1,2,3,3,1,5,3,8,4,3,0,4,1,8,2,5,1,4,2,6,1,4,5,7,2,10,4,9,3,8,9,8,1,10,2,4,5,7,10,13,6,13,4,19,7,13,5,11,11,11,9,10,10,10,5,11,8,18,4,12,8,12,6,15,8,6,3,17,8,12,7,11,4,15,11,7,7,14,11,16,10,13,11,11,5,14,14,8,11,9,14,14,9,15,10,9,14,17,11,6,17,16,13,8,6,9,9,4,10,4,4,3,9,2,4,2,0,1,0,0,3,2,1,1,2
107,按登記日期分,高雄市鳳山一,1370,819,551,3,5,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,2,1,4,1,2,0,1,1,3,0,1,1,1,3,4,2,7,0,3,1,4,2,2,5,9,3,4,3,6,2,4,4,4,0,4,2,8,2,11,3,9,3,13,5,20,7,12,3,11,7,11,9,7,10,15,10,11,9,15,8,16,16,14,4,20,9,16,5,16,15,20,8,22,11,10,13,15,14,19,10,17,14,13,17,9,11,19,16,17,13,5,14,13,18,11,14,12,17,8,24,18,17,21,21,22,12,32,16,18,20,27,10,33,12,28,14,24,8,23,14,22,7,12,5,6,2,8,5,2,3,4,1,2,2,4,1
107,按登記日期分,高雄市鳳山二,1071,631,440,5,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,2,1,1,1,2,1,2,1,3,0,1,1,3,0,2,1,2,2,2,1,5,2,9,2,6,4,6,1,3,3,6,5,4,2,4,0,8,0,2,4,7,4,2,4,6,3,7,2,15,4,3,5,6,1,4,4,10,4,12,6,16,5,12,2,10,5,9,14,13,14,22,5,15,12,11,16,18,10,17,11,12,10,16,18,19,9,13,7,13,3,16,9,19,4,23,12,16,12,17,12,18,19,13,14,13,12,18,16,12,4,18,16,13,8,8,10,10,15,10,13,10,12,5,6,7,6,2,7,3,7,4,2,2,5,0,2,0,2,0,1,1,0,0,0,2,0
107,按登記日期分,高雄市林園區,554,343,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,3,0,1,0,0,1,0,1,0,0,1,0,1,1,3,0,1,3,0,1,3,0,5,1,3,2,2,1,3,1,4,0,6,1,4,0,3,2,2,2,3,1,4,2,5,2,8,1,7,1,5,1,7,4,7,2,12,3,14,3,10,4,6,3,14,4,5,5,4,4,7,4,8,1,10,4,6,6,6,0,8,7,9,5,7,2,12,4,7,4,5,4,9,8,5,7,8,5,4,3,4,6,5,8,4,5,8,9,8,7,3,4,6,10,8,8,6,7,4,2,5,2,1,4,5,1,0,3,2,4,1,1,0,1,0,0,0,1
107,按登記日期分,高雄市大寮區,917,579,338,6,3,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,1,1,1,1,4,1,3,3,2,1,2,0,3,1,3,3,1,1,0,0,4,0,6,0,3,0,5,0,6,2,5,3,9,5,5,1,8,2,11,4,6,6,6,3,14,1,13,3,10,7,12,3,9,5,14,5,6,4,10,3,13,9,10,5,11,11,10,9,12,4,9,9,16,5,6,5,7,8,13,4,18,9,9,7,13,7,7,10,12,5,12,9,12,13,17,14,8,8,14,14,12,5,10,13,9,9,12,13,23,7,17,11,11,9,8,5,13,3,7,9,5,2,5,2,4,2,2,3,2,3,3,0,2,3
107,按登記日期分,高雄市大樹區,436,263,173,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,4,0,2,0,0,0,3,1,3,1,2,0,2,0,2,1,3,1,1,2,4,2,7,1,2,2,4,2,5,0,2,1,5,3,1,1,4,2,2,2,3,1,4,3,6,2,3,1,4,3,6,3,3,3,8,2,4,4,4,1,8,3,4,3,5,3,3,8,6,5,2,3,7,2,7,4,9,3,5,7,5,8,8,8,4,7,7,5,10,1,5,9,15,6,9,5,7,6,4,11,4,3,5,3,2,1,2,3,2,2,0,2,1,1,1,0,0,0,1,2
