statistic_yyy,according,site_id,death_total,death_m,death_f,death_age_000_m,death_age_000_f,death_age_000_thisyear_m,death_age_000_thisyear_f,death_age_000_lastyear_m,death_age_000_lastyear_f,death_age_001_m,death_age_001_f,death_age_002_m,death_age_002_f,death_age_003_m,death_age_003_f,death_age_004_m,death_age_004_f,death_age_005_m,death_age_005_f,death_age_006_m,death_age_006_f,death_age_007_m,death_age_007_f,death_age_008_m,death_age_008_f,death_age_009_m,death_age_009_f,death_age_010_m,death_age_010_f,death_age_011_m,death_age_011_f,death_age_012_m,death_age_012_f,death_age_013_m,death_age_013_f,death_age_014_m,death_age_014_f,death_age_015_m,death_age_015_f,death_age_016_m,death_age_016_f,death_age_017_m,death_age_017_f,death_age_018_m,death_age_018_f,death_age_019_m,death_age_019_f,death_age_020_m,death_age_020_f,death_age_021_m,death_age_021_f,death_age_022_m,death_age_022_f,death_age_023_m,death_age_023_f,death_age_024_m,death_age_024_f,death_age_025_m,death_age_025_f,death_age_026_m,death_age_026_f,death_age_027_m,death_age_027_f,death_age_028_m,death_age_028_f,death_age_029_m,death_age_029_f,death_age_030_m,death_age_030_f,death_age_031_m,death_age_031_f,death_age_032_m,death_age_032_f,death_age_033_m,death_age_033_f,death_age_034_m,death_age_034_f,death_age_035_m,death_age_035_f,death_age_036_m,death_age_036_f,death_age_037_m,death_age_037_f,death_age_038_m,death_age_038_f,death_age_039_m,death_age_039_f,death_age_040_m,death_age_040_f,death_age_041_m,death_age_041_f,death_age_042_m,death_age_042_f,death_age_043_m,death_age_043_f,death_age_044_m,death_age_044_f,death_age_045_m,death_age_045_f,death_age_046_m,death_age_046_f,death_age_047_m,death_age_047_f,death_age_048_m,death_age_048_f,death_age_049_m,death_age_049_f,death_age_050_m,death_age_050_f,death_age_051_m,death_age_051_f,death_age_052_m,death_age_052_f,death_age_053_m,death_age_053_f,death_age_054_m,death_age_054_f,death_age_055_m,death_age_055_f,death_age_056_m,death_age_056_f,death_age_057_m,death_age_057_f,death_age_058_m,death_age_058_f,death_age_059_m,death_age_059_f,death_age_060_m,death_age_060_f,death_age_061_m,death_age_061_f,death_age_062_m,death_age_062_f,death_age_063_m,death_age_063_f,death_age_064_m,death_age_064_f,death_age_065_m,death_age_065_f,death_age_066_m,death_age_066_f,death_age_067_m,death_age_067_f,death_age_068_m,death_age_068_f,death_age_069_m,death_age_069_f,death_age_070_m,death_age_070_f,death_age_071_m,death_age_071_f,death_age_072_m,death_age_072_f,death_age_073_m,death_age_073_f,death_age_074_m,death_age_074_f,death_age_075_m,death_age_075_f,death_age_076_m,death_age_076_f,death_age_077_m,death_age_077_f,death_age_078_m,death_age_078_f,death_age_079_m,death_age_079_f,death_age_080_m,death_age_080_f,death_age_081_m,death_age_081_f,death_age_082_m,death_age_082_f,death_age_083_m,death_age_083_f,death_age_084_m,death_age_084_f,death_age_085_m,death_age_085_f,death_age_086_m,death_age_086_f,death_age_087_m,death_age_087_f,death_age_088_m,death_age_088_f,death_age_089_m,death_age_089_f,death_age_090_m,death_age_090_f,death_age_091_m,death_age_091_f,death_age_092_m,death_age_092_f,death_age_093_m,death_age_093_f,death_age_094_m,death_age_094_f,death_age_095_m,death_age_095_f,death_age_096_m,death_age_096_f,death_age_097_m,death_age_097_f,death_age_098_m,death_age_098_f,death_age_099_m,death_age_099_f,death_age_100up_m,death_age_100up_f
107,按登記日期分,臺中市大里區,1073,654,419,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,2,0,1,1,1,1,2,1,1,1,3,2,2,2,3,0,2,2,2,2,6,1,5,3,8,0,7,1,1,1,7,1,6,0,3,1,8,3,13,4,6,4,8,5,8,0,10,2,20,6,13,5,10,4,9,10,12,5,8,8,9,7,12,5,15,7,13,11,23,11,11,6,12,7,14,7,14,11,14,10,6,10,9,8,15,3,17,10,16,11,19,7,15,12,18,10,13,10,14,9,17,10,10,14,11,13,11,9,14,15,20,15,19,19,14,12,4,10,6,6,16,10,5,7,9,10,1,5,5,6,6,5,1,0,0,0,1,0,1,2
107,按登記日期分,臺中市和平區,117,76,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,1,1,1,0,2,0,0,0,1,0,1,0,1,0,2,2,1,1,1,0,1,0,1,1,2,1,1,0,2,0,5,0,0,1,0,0,0,0,0,2,2,0,1,0,2,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,2,0,2,2,0,0,1,3,2,2,0,2,2,2,1,2,1,1,1,1,5,2,2,1,2,3,2,0,2,2,0,2,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
107,按登記日期分,臺南市新營區,602,337,265,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,4,2,1,2,2,1,0,0,1,2,1,0,2,0,1,2,3,0,2,2,3,1,3,0,2,1,4,3,6,0,8,3,2,3,3,0,6,3,8,4,5,5,7,2,4,6,11,4,4,6,2,5,4,4,3,2,6,3,6,4,5,3,5,4,9,3,4,12,3,3,8,5,8,9,16,12,8,9,16,5,10,12,12,12,15,15,11,11,14,6,12,8,9,8,10,8,7,4,7,10,3,3,4,4,3,4,3,5,5,4,1,3,0,3,1,0,1,4
107,按登記日期分,臺南市鹽水區,315,177,138,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,3,0,2,1,3,1,4,0,2,0,2,1,7,0,3,0,5,0,2,2,2,2,5,1,3,0,4,1,3,1,4,2,5,1,3,4,3,3,2,0,2,0,3,1,4,4,3,0,0,4,8,4,4,6,3,6,8,7,2,5,9,3,4,9,10,3,4,11,9,5,4,6,2,10,3,5,3,2,3,3,2,6,4,4,1,0,1,4,0,3,0,0,0,0,0,1
107,按登記日期分,臺南市白河區,384,227,157,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,2,0,1,0,1,0,2,0,1,0,2,0,3,1,1,0,1,0,0,0,0,0,3,0,1,1,1,0,1,0,5,2,6,1,2,1,1,1,1,1,4,1,3,1,4,3,4,3,6,1,5,0,1,0,6,3,4,1,4,0,4,0,3,1,2,0,3,3,6,1,4,2,7,1,3,3,3,3,8,5,6,4,9,9,2,10,8,4,11,6,6,11,6,8,6,5,6,10,11,10,7,6,4,6,3,4,3,4,1,5,3,6,2,3,2,0,2,1,0,0,3,1
107,按登記日期分,臺南市柳營區,248,142,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,3,2,0,2,1,2,0,0,1,2,0,2,0,0,0,0,0,6,0,5,0,2,2,1,1,0,0,3,0,2,0,2,4,4,2,2,2,2,1,5,1,0,1,3,1,3,2,4,2,1,2,3,2,2,3,2,3,6,5,2,6,6,5,10,2,3,3,6,2,6,5,4,5,4,2,2,7,5,8,2,5,4,3,3,4,1,2,0,1,0,0,0,2,1,1,1,0,0,0,0,0
107,按登記日期分,臺南市後壁區,329,182,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,3,0,0,0,3,0,0,1,2,0,1,1,4,0,0,2,1,0,2,0,2,0,4,1,3,2,3,0,6,0,2,0,2,2,4,1,3,1,1,3,1,2,5,2,3,3,3,3,1,2,2,2,4,2,4,3,7,6,6,2,5,7,10,2,7,4,6,12,6,6,8,5,9,13,12,6,6,9,6,4,6,13,3,4,4,3,0,5,1,4,1,0,2,3,1,1,0,1,0,0,0,1
107,按登記日期分,臺南市東山區,302,163,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,5,0,0,1,0,0,0,1,1,1,6,0,3,1,2,1,3,1,3,1,1,0,2,0,0,0,4,1,7,0,3,0,3,3,3,0,3,2,4,0,2,1,2,0,3,2,3,2,1,0,2,1,3,3,0,1,5,1,2,5,8,7,4,2,4,2,5,4,4,2,8,8,4,4,2,8,8,8,2,12,5,11,2,8,3,6,3,6,3,6,2,0,2,5,2,1,4,4,0,0,0,1,0,0,1,1,0,0,0,2
107,按登記日期分,臺南市麻豆區,454,249,205,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,3,1,2,1,0,1,2,2,0,0,2,1,2,1,3,0,0,2,5,1,2,2,5,2,5,2,5,4,3,3,4,1,1,4,4,2,8,1,6,1,6,2,4,5,6,2,6,1,4,2,5,0,4,3,1,3,5,6,3,1,7,4,5,2,5,7,10,2,1,4,6,4,12,7,8,8,10,13,6,5,13,14,10,13,8,13,10,12,6,5,4,7,5,5,6,4,1,4,0,1,0,6,2,0,0,0,0,0,0,3
107,按登記日期分,臺南市下營區,329,190,139,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2,0,1,1,0,1,3,2,0,0,6,1,1,0,5,1,5,1,5,0,6,1,5,1,3,0,2,3,5,1,6,2,5,2,3,2,5,1,3,2,1,0,1,1,0,4,2,1,3,6,3,1,4,2,4,3,7,9,7,2,5,5,3,5,10,6,7,3,5,4,6,4,4,7,6,2,8,11,3,3,3,5,4,5,2,2,5,6,1,2,4,2,0,1,0,2,0,4,0,0,1,1
107,按登記日期分,臺南市六甲區,217,122,95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,2,1,0,4,2,0,3,0,0,1,4,3,2,0,1,2,4,1,0,2,1,2,2,1,2,3,6,0,4,0,2,1,3,0,4,2,1,1,0,0,4,1,2,3,1,1,5,3,1,1,3,2,2,5,3,1,2,3,2,4,6,6,7,3,0,5,6,2,3,5,8,6,4,2,2,1,3,2,0,0,1,0,0,2,0,3,1,2,1,1,0,1,0,0,0,0,1,0
107,按登記日期分,臺南市官田區,258,148,110,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,1,2,2,1,0,1,0,2,1,1,0,1,0,0,0,2,1,1,1,2,0,2,1,1,1,1,0,1,0,4,1,0,0,0,1,1,1,3,0,7,1,1,3,3,0,2,0,3,0,3,0,3,2,0,1,0,0,4,3,3,1,2,2,5,1,2,2,6,6,1,3,2,1,6,2,2,6,3,2,2,7,5,4,9,3,1,3,4,9,6,8,4,4,7,3,3,4,1,3,3,3,3,1,1,2,2,1,1,1,0,1,0,0,0,1,0,2
107,按登記日期分,臺南市大內區,150,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,2,0,0,0,1,2,1,0,2,1,2,0,3,0,2,1,0,1,1,2,1,1,0,1,1,0,0,0,0,1,5,3,0,1,1,0,1,2,4,3,2,4,5,1,3,4,4,10,3,0,6,3,2,2,1,5,0,3,1,4,1,3,1,1,1,5,1,0,0,4,1,3,0,1,0,1,1,1,0,0,0,0
107,按登記日期分,臺南市佳里區,521,305,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2,4,0,2,1,4,2,6,0,1,2,1,0,4,3,0,2,7,2,2,0,5,2,3,2,7,3,4,3,5,1,5,2,3,2,7,2,5,0,4,3,6,2,9,5,6,1,5,0,7,0,7,0,9,4,7,4,5,2,11,2,8,8,6,4,7,5,7,5,11,10,10,7,12,8,7,13,9,10,7,9,7,6,3,10,11,14,13,7,4,6,4,5,4,1,2,4,1,3,2,6,3,6,1,7,1,2,0,1,0,0
107,按登記日期分,臺南市學甲區,292,148,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,1,4,1,1,0,2,0,1,2,0,0,1,1,2,0,0,1,2,1,3,1,4,0,3,3,4,2,4,0,2,5,2,1,3,1,2,4,6,1,3,0,0,3,5,3,2,6,2,2,2,2,2,3,2,1,1,2,4,3,2,4,3,4,8,4,3,6,8,2,1,5,5,5,4,5,3,5,5,14,3,4,2,6,8,6,3,5,3,3,3,1,1,1,1,5,1,2,2,0,1,0,1,2,0,1,0,0,1,1,0,0
107,按登記日期分,臺南市西港區,244,146,98,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,3,1,1,0,0,0,2,0,1,0,1,0,1,0,4,1,3,0,2,0,4,0,1,2,3,0,3,3,1,1,1,3,4,1,2,2,3,1,1,1,3,1,3,1,2,2,2,0,2,4,3,2,1,0,4,0,3,2,2,1,4,1,2,2,3,4,10,4,5,3,8,3,7,3,6,4,0,1,6,3,3,6,0,2,1,4,1,4,3,1,0,4,5,2,2,4,0,4,2,3,0,1,1,2,1,1,0,1,0,1
107,按登記日期分,臺南市七股區,294,169,125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,1,2,0,1,0,1,1,0,0,1,0,3,1,1,0,1,0,4,1,1,0,5,0,6,0,4,2,0,0,1,2,5,0,1,1,1,2,2,1,2,0,3,0,1,1,2,2,3,1,2,0,4,1,3,1,1,0,2,0,2,2,4,3,2,3,0,4,10,0,2,4,5,2,5,4,3,4,6,4,11,2,7,6,5,2,1,5,8,8,5,7,2,8,5,7,3,5,5,6,2,1,3,5,0,1,0,4,0,1,0,2,0,0,2,4
107,按登記日期分,臺南市將軍區,260,145,115,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,1,0,2,1,2,1,0,2,4,0,1,0,2,0,2,0,2,0,1,0,1,1,2,0,2,1,1,1,5,1,1,0,4,1,2,1,4,2,3,1,1,1,2,0,3,0,3,0,2,0,2,0,2,0,3,0,4,4,4,0,3,2,0,4,2,0,4,5,4,2,0,1,2,1,5,5,7,8,2,3,5,3,2,2,8,6,3,5,7,8,4,4,1,5,7,3,1,3,2,9,0,3,1,2,1,3,0,0,0,3,0,2
107,按登記日期分,臺南市北門區,162,96,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,4,0,3,0,4,2,1,0,4,0,0,1,2,1,2,0,1,0,3,1,2,1,3,0,1,0,2,0,1,1,0,0,3,1,2,0,1,3,1,3,2,2,1,1,4,4,1,4,4,1,6,3,0,3,2,1,2,3,3,3,4,4,4,3,1,0,1,3,1,2,2,3,2,3,2,1,1,4,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
107,按登記日期分,臺南市新化區,424,252,172,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,2,1,2,0,2,0,3,2,2,1,5,0,2,1,3,1,4,1,1,0,3,3,3,1,5,0,5,0,6,2,3,3,3,1,4,1,4,2,4,1,7,2,5,0,6,2,6,2,5,3,3,2,3,4,1,3,3,3,5,0,5,3,6,0,5,3,5,3,7,2,2,5,8,5,1,8,6,4,12,6,5,1,6,3,10,6,4,6,8,10,3,11,5,6,6,10,7,9,1,7,4,2,3,3,3,3,2,1,2,5,3,3,1,0,0,0,0,1
107,按登記日期分,臺南市善化區,423,254,169,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,1,1,2,0,1,1,2,1,1,2,0,1,1,0,5,2,4,0,2,0,4,0,4,0,4,1,5,1,6,3,7,0,5,2,5,1,4,3,4,0,5,1,4,3,5,3,2,1,5,2,4,1,5,0,6,0,4,4,7,0,4,2,5,1,2,7,5,7,3,6,6,3,8,6,11,11,12,10,9,4,5,4,10,4,6,5,6,8,8,4,9,6,3,12,3,6,6,5,1,5,0,2,0,8,2,2,0,1,0,1,0,1
107,按登記日期分,臺南市新市區,254,160,94,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,0,2,1,0,0,1,1,1,2,1,0,0,0,1,2,1,1,2,0,1,1,2,2,1,2,1,0,3,0,2,2,0,0,3,2,5,2,6,3,4,2,2,0,4,1,5,0,2,1,5,0,1,2,3,1,0,1,5,1,4,3,1,1,5,1,6,0,1,1,5,3,6,1,4,1,4,2,6,1,4,1,3,2,12,7,3,5,4,9,2,4,3,4,6,4,1,2,3,1,1,1,0,0,0,2,0,1,0,2,0,1,1,0,0,0
107,按登記日期分,臺南市安定區,266,160,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,3,0,1,0,3,1,3,0,2,0,1,0,2,3,4,2,3,1,3,0,9,1,3,1,4,1,3,0,2,0,2,0,5,1,4,1,4,0,3,1,1,1,2,0,2,3,2,0,2,0,1,2,0,1,3,4,3,1,4,2,3,2,5,1,3,4,3,3,4,3,6,8,2,6,7,4,1,5,4,4,3,4,10,3,6,1,1,5,2,4,1,4,1,3,0,1,0,2,0,3,0,1,0,0,1,1,1,4
107,按登記日期分,臺南市山上區,95,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,1,2,0,2,1,0,1,0,0,0,1,0,1,1,0,2,0,1,0,1,0,1,0,0,2,1,0,4,0,1,2,3,1,0,1,3,5,1,2,1,0,1,1,1,1,2,2,0,3,1,1,5,1,1,1,0,2,3,3,0,1,1,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
107,按登記日期分,臺南市玉井區,205,118,87,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,3,0,0,0,2,0,1,0,2,0,2,1,1,1,3,0,2,0,3,0,3,1,1,1,8,0,2,0,1,4,4,0,0,1,1,0,0,0,2,3,3,0,1,0,1,0,1,1,1,1,5,1,2,2,6,8,1,4,1,1,5,3,2,3,5,2,2,6,2,6,2,2,1,5,3,7,5,4,6,5,5,3,2,2,1,2,2,1,2,1,1,0,0,1,1,0,0,0,0,0,0,2
107,按登記日期分,臺南市楠西區,125,79,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,2,2,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,2,0,0,2,0,1,1,0,2,0,1,0,1,0,3,0,0,0,3,1,4,0,0,3,3,3,1,1,5,5,6,1,5,2,4,1,1,2,3,4,3,5,1,2,0,2,3,1,4,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0
107,按登記日期分,臺南市南化區,119,66,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,2,0,1,1,0,0,0,0,1,1,1,0,3,0,0,1,1,2,0,1,1,0,2,0,3,0,1,0,2,1,0,1,0,1,2,2,3,1,3,0,1,0,4,0,3,1,0,5,3,2,1,2,1,1,2,5,1,2,4,2,1,4,3,2,1,2,2,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1
107,按登記日期分,臺南市左鎮區,77,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,3,0,1,1,1,0,2,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,2,1,0,1,0,0,1,1,0,0,1,0,0,2,1,2,1,1,2,2,0,1,0,0,2,3,2,0,0,1,3,1,2,0,0,3,0,0,2,1,4,1,1,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
